player_id,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
240097,61+2,61+2,61+2,65,64,64,64,65,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,68+2,70+2,70+2,70+2,68+2,67+2,68+2,68+2,68+2,67+2,17+2
240265,71,71,71,69,69,69,69,69,67+2,67+2,67+2,68+2,60+2,60+2,60+2,68+2,51+2,48+2,48+2,48+2,51+2,49+2,45+2,45+2,45+2,49+2,16+2
240658,65+2,65+2,65+2,70,69,69,69,70,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,69+2,67+2,67+2,67+2,69+2,68+2,63+2,63+2,63+2,68+2,16+2
240970,65+2,65+2,65+2,69,68,68,68,69,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,68+2,68+2,68+2,68+2,68+2,66+2,64+2,64+2,64+2,66+2,14+2
241197,51+2,51+2,51+2,48,48,48,48,48,48+2,48+2,48+2,53+2,54+2,54+2,54+2,53+2,63+2,64+2,64+2,64+2,63+2,66+2,71+2,71+2,71+2,66+2,17+2
241238,67+2,67+2,67+2,70,69,69,69,70,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,69+2,69+2,69+2,69+2,69+2,68+2,64+2,64+2,64+2,68+2,18+2
241463,67+2,67+2,67+2,71,71,71,71,71,72-1,72-1,72-1,70+1,68+2,68+2,68+2,70+1,56+2,56+2,56+2,56+2,56+2,53+2,47+2,47+2,47+2,53+2,18+2
241536,69+2,69+2,69+2,72,71,71,71,72,71+2,71+2,71+2,72+2,67+2,67+2,67+2,72+2,58+2,54+2,54+2,54+2,58+2,54+2,46+2,46+2,46+2,54+2,16+2
241588,64+2,64+2,64+2,67,68,68,68,67,70+2,70+2,70+2,66+2,71+2,71+2,71+2,66+2,63+2,68+2,68+2,68+2,63+2,62+2,63+2,63+2,63+2,62+2,16+2
241777,27+2,27+2,27+2,25,27,27,27,25,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,25+2,26+2,26+2,26+2,25+2,24+2,27+2,27+2,27+2,24+2,70+2
241810,50+2,50+2,50+2,49,51,51,51,49,52+2,52+2,52+2,52+2,56+2,56+2,56+2,52+2,62+2,66+2,66+2,66+2,62+2,64+2,71+2,71+2,71+2,64+2,18+2
241927,67+2,67+2,67+2,67,68,68,68,67,69+2,69+2,69+2,68+2,69+2,69+2,69+2,68+2,69+2,70+2,70+2,70+2,69+2,69+2,70+2,70+2,70+2,69+2,17+2
241976,27+2,27+2,27+2,27,28,28,28,27,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,24+2,26+2,26+2,26+2,24+2,24+2,25+2,25+2,25+2,24+2,70+2
242143,66+2,66+2,66+2,65,67,67,67,65,68+2,68+2,68+2,67+2,70+1,70+1,70+1,67+2,68+2,70+1,70+1,70+1,68+2,67+2,68+2,68+2,68+2,67+2,19+2
242181,63+2,63+2,63+2,67,66,66,66,67,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,69+2,16+2
242217,65+2,65+2,65+2,65,66,66,66,65,67+2,67+2,67+2,66+2,69+2,69+2,69+2,66+2,68+2,70+2,70+2,70+2,68+2,67+2,69+2,69+2,69+2,67+2,15+2
242386,50+2,50+2,50+2,48,49,49,49,48,50+2,50+2,50+2,50+2,55+2,55+2,55+2,50+2,62+2,67+2,67+2,67+2,62+2,64+2,71+2,71+2,71+2,64+2,15+2
242393,64+2,64+2,64+2,69,68,68,68,69,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,69+2,69+2,69+2,69+2,69+2,68+2,65+2,65+2,65+2,68+2,15+2
242429,67+2,67+2,67+2,68,68,68,68,68,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,70+2,69+2,69+2,69+2,70+2,69+2,68+2,68+2,68+2,69+2,17+2
242448,71+2,71+2,71+2,72,72,72,72,72,71+2,71+2,71+2,70+2,63+2,63+2,63+2,70+2,53+2,49+2,49+2,49+2,53+2,50+2,44+2,44+2,44+2,50+2,19+2
242453,54+2,54+2,54+2,58,57,57,57,58,60+2,60+2,60+2,61+2,64+2,64+2,64+2,61+2,68+2,70+2,70+2,70+2,68+2,68+2,71+2,71+2,71+2,68+2,18+2
242554,64+2,64+2,64+2,65,64,64,64,65,63+2,63+2,63+2,66+2,63+2,63+2,63+2,66+2,69+2,66+2,66+2,66+2,69+2,69+2,68+2,68+2,68+2,69+2,15+2
242602,62+2,62+2,62+2,65,63,63,63,65,63+2,63+2,63+2,67+2,63+2,63+2,63+2,67+2,69+2,67+2,67+2,67+2,69+2,69+2,68+2,68+2,68+2,69+2,17+2
242749,65+2,65+2,65+2,69,69,69,69,69,71+2,71+2,71+2,70+2,72+2,72+2,72+2,70+2,69+2,71+2,71+2,71+2,69+2,68+2,66+2,66+2,66+2,68+2,17+2
242818,29+2,29+2,29+2,29,30,30,30,29,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,27+2,29+2,29+2,29+2,27+2,26+2,25+2,25+2,25+2,26+2,70+2
242935,64+2,64+2,64+2,70,68,68,68,70,68+2,68+2,68+2,71,68+2,68+2,68+2,71,70+1,64+2,64+2,64+2,70+1,69+2,60+2,60+2,60+2,69+2,15+2
242974,64+2,64+2,64+2,70,68,68,68,70,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,68+2,65+2,65+2,65+2,68+2,68+2,61+2,61+2,61+2,68+2,17+2
243000,67+2,67+2,67+2,68,67,67,67,68,67+2,67+2,67+2,69+2,67+2,67+2,67+2,69+2,69+2,67+2,67+2,67+2,69+2,69+2,65+2,65+2,65+2,69+2,17+2
243016,65+2,65+2,65+2,70,69,69,69,70,70+2,70+2,70+2,70+2,67+2,67+2,67+2,70+2,59+2,58+2,58+2,58+2,59+2,58+2,51+2,51+2,51+2,58+2,17+2
243019,55+2,55+2,55+2,53,56,56,56,53,59+2,59+2,59+2,54+2,64+2,64+2,64+2,54+2,63+2,70+2,70+2,70+2,63+2,64+2,70+2,70+2,70+2,64+2,14+2
243249,70+2,70+2,70+2,70,71,71,71,70,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,64+2,67+2,67+2,67+2,64+2,63+2,64+2,64+2,64+2,63+2,17+2
243311,22+2,22+2,22+2,20,23,23,23,20,24+2,24+2,24+2,23+2,26+2,26+2,26+2,23+2,22+2,25+2,25+2,25+2,22+2,22+2,22+2,22+2,22+2,22+2,70+2
243401,65+2,65+2,65+2,70,69,69,69,70,68+2,68+2,68+2,70+2,61+2,61+2,61+2,70+2,52+2,48+2,48+2,48+2,52+2,48+2,39+2,39+2,39+2,48+2,17+2
243526,60+2,60+2,60+2,64,61,61,61,64,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,69+2,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,69+2,13+2
243530,49+2,49+2,49+2,51,48,48,48,51,49+2,49+2,49+2,54+2,53+2,53+2,53+2,54+2,68+2,66+2,66+2,66+2,68+2,70+2,71+2,71+2,71+2,70+2,15+2
243585,26+2,26+2,26+2,27,29,29,29,27,33+2,33+2,33+2,30+2,34+2,34+2,34+2,30+2,24+2,29+2,29+2,29+2,24+2,23+2,23+2,23+2,23+2,23+2,70+2
243608,59+2,59+2,59+2,68,64,64,64,68,65+2,65+2,65+2,69+2,64+2,64+2,64+2,69+2,69+2,63+2,63+2,63+2,69+2,67+2,59+2,59+2,59+2,67+2,15+2
243661,63+2,63+2,63+2,60,61,61,61,60,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,68+2,67+2,67+2,67+2,68+2,69+2,72,72,72,69+2,16+2
243756,62+2,62+2,62+2,65,64,64,64,65,63+2,63+2,63+2,67+2,64+2,64+2,64+2,67+2,69+2,66+2,66+2,66+2,69+2,69+2,66+2,66+2,66+2,69+2,15+2
243908,49+2,49+2,49+2,48,50,50,50,48,52+2,52+2,52+2,51+2,57+2,57+2,57+2,51+2,60+2,66+2,66+2,66+2,60+2,62+2,71+2,71+2,71+2,62+2,15+2
243945,57+2,57+2,57+2,53,55,55,55,53,57+2,57+2,57+2,54+2,61+2,61+2,61+2,54+2,62+2,68+2,68+2,68+2,62+2,63+2,71,71,71,63+2,14+2
243993,71,71,71,65,69,69,69,65,66+2,66+2,66+2,63+2,59+2,59+2,59+2,63+2,44+2,46+2,46+2,46+2,44+2,41+2,43+2,43+2,43+2,41+2,18+2
244108,66+2,66+2,66+2,70,69,69,69,70,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,69+2,67+2,63+2,63+2,63+2,67+2,17+2
244110,71,71,71,72-1,72-1,72-1,72-1,72-1,71,71,71,71,65+2,65+2,65+2,71,57+2,54+2,54+2,54+2,57+2,54+2,48+2,48+2,48+2,54+2,17+2
244233,71+2,71+2,71+2,61,66,66,66,61,61+2,61+2,61+2,61+2,57+2,57+2,57+2,61+2,47+2,49+2,49+2,49+2,47+2,45+2,49+2,49+2,49+2,45+2,17+2
244259,51+2,51+2,51+2,61,57,57,57,61,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,69+2,65+2,65+2,65+2,69+2,69+2,65+2,65+2,65+2,69+2,16+2
244269,55+2,55+2,55+2,51,53,53,53,51,54+2,54+2,54+2,53+2,58+2,58+2,58+2,53+2,61+2,67+2,67+2,67+2,61+2,64+2,71+2,71+2,71+2,64+2,16+2
244308,60+2,60+2,60+2,65,63,63,63,65,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,70+2,67+2,67+2,67+2,70+2,69+2,67+2,67+2,67+2,69+2,16+2
244319,71+2,71+2,71+2,66,68,68,68,66,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,51+2,50+2,50+2,50+2,51+2,49+2,45+2,45+2,45+2,49+2,17+2
244377,46+2,46+2,46+2,43,44,44,44,43,45+2,45+2,45+2,47+2,53+2,53+2,53+2,47+2,61+2,66+2,66+2,66+2,61+2,63+2,71+2,71+2,71+2,63+2,18+2
244383,44+2,44+2,44+2,41,42,42,42,41,42+2,42+2,42+2,44+2,48+2,48+2,48+2,44+2,60+2,63+2,63+2,63+2,60+2,63+2,71+1,71+1,71+1,63+2,19+2
244401,51+2,51+2,51+2,48,48,48,48,48,49+2,49+2,49+2,52+2,54+2,54+2,54+2,52+2,63+2,65+2,65+2,65+2,63+2,65+2,71+2,71+2,71+2,65+2,13+2
244661,59+2,59+2,59+2,66,64,64,64,66,65+2,65+2,65+2,68+2,65+2,65+2,65+2,68+2,69+2,66+2,66+2,66+2,69+2,69+2,65+2,65+2,65+2,69+2,16+2
244832,71+2,71+2,71+2,68,71,71,71,68,69+2,69+2,69+2,66+2,62+2,62+2,62+2,66+2,50+2,49+2,49+2,49+2,50+2,48+2,45+2,45+2,45+2,48+2,15+2
244945,50+2,50+2,50+2,45,47,47,47,45,46+2,46+2,46+2,47+2,50+2,50+2,50+2,47+2,60+2,63+2,63+2,63+2,60+2,63+2,71+2,71+2,71+2,63+2,19+2
244947,71,71,71,64,67,67,67,64,65+2,65+2,65+2,62+2,59+2,59+2,59+2,62+2,44+2,45+2,45+2,45+2,44+2,42+2,42+2,42+2,42+2,42+2,17+2
245058,67+2,67+2,67+2,70,70,70,70,70,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,69+2,69+2,69+2,69+2,69+2,68+2,65+2,65+2,65+2,68+2,17+2
245065,54+2,54+2,54+2,62,59,59,59,62,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,70+2,68+2,68+2,68+2,70+2,69+2,66+2,66+2,66+2,69+2,15+2
245131,62+2,62+2,62+2,70,68,68,68,70,68+2,68+2,68+2,70+2,62+2,62+2,62+2,70+2,56+2,49+2,49+2,49+2,56+2,52+2,39+2,39+2,39+2,52+2,16+2
245396,71+2,71+2,71+2,68,71,71,71,68,68+2,68+2,68+2,65+2,58+2,58+2,58+2,65+2,44+2,41+2,41+2,41+2,44+2,41+2,35+2,35+2,35+2,41+2,18+2
245439,56+2,56+2,56+2,57,56,56,56,57,57+2,57+2,57+2,60+2,61+2,61+2,61+2,60+2,68+2,68+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,16+2
245586,68+2,68+2,68+2,69,69,69,69,69,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,70+2,69+2,69+2,69+2,70+2,17+2
246006,63+2,63+2,63+2,68,67,67,67,68,69+2,69+2,69+2,70+2,71+2,71+2,71+2,70+2,72+2,73+2,73+2,73+2,72+2,71+2,70+2,70+2,70+2,71+2,16+2
246033,61+2,61+2,61+2,61,62,62,62,61,63+2,63+2,63+2,62+2,66+2,66+2,66+2,62+2,66+2,70+2,70+2,70+2,66+2,66+2,70+2,70+2,70+2,66+2,17+2
246158,30+2,30+2,30+2,32,34,34,34,32,37+2,37+2,37+2,35+2,38+2,38+2,38+2,35+2,28+2,33+2,33+2,33+2,28+2,27+2,25+2,25+2,25+2,27+2,70+2
246159,65+2,65+2,65+2,69,68,68,68,69,68+2,68+2,68+2,70+2,66+2,66+2,66+2,70+2,69+2,67+2,67+2,67+2,69+2,69+2,68+2,68+2,68+2,69+2,17+2
246183,66+2,66+2,66+2,70,69,69,69,70,69+2,69+2,69+2,71+2,68+2,68+2,68+2,71+2,70+2,67+2,67+2,67+2,70+2,69+2,64+2,64+2,64+2,69+2,16+2
246237,70+2,70+2,70+2,71,72,72,72,71,71+2,71+2,71+2,70+2,65+2,65+2,65+2,70+2,54+2,52+2,52+2,52+2,54+2,51+2,45+2,45+2,45+2,51+2,14+2
246263,58+2,58+2,58+2,62,59,59,59,62,59+2,59+2,59+2,64+2,59+2,59+2,59+2,64+2,69+2,66+2,66+2,66+2,69+2,69+2,68+2,68+2,68+2,69+2,17+2
246351,66+2,66+2,66+2,70,68,68,68,70,68+2,68+2,68+2,70+2,66+2,66+2,66+2,70+2,69+2,65+2,65+2,65+2,69+2,68+2,63+2,63+2,63+2,68+2,16+2
246565,53+2,53+2,53+2,56,55,55,55,56,57+2,57+2,57+2,59+2,60+2,60+2,60+2,59+2,68+2,68+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,15+2
246683,63+2,63+2,63+2,67,67,67,67,67,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,68+2,70+2,70+2,70+2,68+2,67+2,66+2,66+2,66+2,67+2,18+2
246770,67+2,67+2,67+2,70,70,70,70,70,70+2,70+2,70+2,70+2,66+2,66+2,66+2,70+2,57+2,55+2,55+2,55+2,57+2,54+2,47+2,47+2,47+2,54+2,15+2
246790,65+2,65+2,65+2,70,68,68,68,70,68+2,68+2,68+2,70+1,64+2,64+2,64+2,70+1,58+2,53+2,53+2,53+2,58+2,55+2,47+2,47+2,47+2,55+2,17+2
246803,65+2,65+2,65+2,67,66,66,66,67,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,69+2,67+2,67+2,67+2,69+2,69+2,68+2,68+2,68+2,69+2,16+2
246828,71,71,71,63,67,67,67,63,64+2,64+2,64+2,62+2,59+2,59+2,59+2,62+2,45+2,48+2,48+2,48+2,45+2,43+2,45+2,45+2,45+2,43+2,16+2
246877,68+2,68+2,68+2,70,71,71,71,70,71+2,71+2,71+2,70+2,69+2,69+2,69+2,70+2,62+2,61+2,61+2,61+2,62+2,59+2,54+2,54+2,54+2,59+2,18+2
246918,62+2,62+2,62+2,65,64,64,64,65,65+2,65+2,65+2,66+2,68+2,68+2,68+2,66+2,69+2,70+2,70+2,70+2,69+2,68+2,67+2,67+2,67+2,68+2,16+2
246929,71,71,71,70,70,70,70,70,69+2,69+2,69+2,70+1,65+2,65+2,65+2,70+1,60+2,58+2,58+2,58+2,60+2,58+2,56+2,56+2,56+2,58+2,17+2
246947,62+2,62+2,62+2,64,65,65,65,64,68+2,68+2,68+2,66+2,70+2,70+2,70+2,66+2,67+2,70+2,70+2,70+2,67+2,66+2,68+2,68+2,68+2,66+2,17+2
247019,52+2,52+2,52+2,51,50,50,50,51,51+2,51+2,51+2,53+2,55+2,55+2,55+2,53+2,64+2,65+2,65+2,65+2,64+2,65+2,71+2,71+2,71+2,65+2,15+2
247072,25+2,25+2,25+2,26,27,27,27,26,28+2,28+2,28+2,27+2,26+2,26+2,26+2,27+2,24+2,23+2,23+2,23+2,24+2,24+2,22+2,22+2,22+2,24+2,70+1
247228,21+2,21+2,21+2,20,22,22,22,20,22+2,22+2,22+2,21+2,23+2,23+2,23+2,21+2,20+2,22+2,22+2,22+2,20+2,20+2,19+2,19+2,19+2,20+2,70+2
247412,56+2,56+2,56+2,61,59,59,59,61,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,72+2,70+2,70+2,70+2,72+2,72+2,71+2,71+2,71+2,72+2,16+2
247463,71+2,71+2,71+2,67,69,69,69,67,67+2,67+2,67+2,65+2,58+2,58+2,58+2,65+2,45+2,43+2,43+2,43+2,45+2,43+2,38+2,38+2,38+2,43+2,17+2
247671,61+2,61+2,61+2,69,66,66,66,69,68+2,68+2,68+2,70+1,67+2,67+2,67+2,70+1,70+1,66+2,66+2,66+2,70+1,69+2,61+2,61+2,61+2,69+2,19+2
247686,71+2,71+2,71+2,66,68,68,68,66,65+2,65+2,65+2,64+2,57+2,57+2,57+2,64+2,49+2,47+2,47+2,47+2,49+2,47+2,46+2,46+2,46+2,47+2,17+2
247933,65+2,65+2,65+2,70,69,69,69,70,69+2,69+2,69+2,70+2,65+2,65+2,65+2,70+2,63+2,59+2,59+2,59+2,63+2,61+2,54+2,54+2,54+2,61+2,16+2
248003,47+2,47+2,47+2,46,46,46,46,46,48+2,48+2,48+2,50+2,53+2,53+2,53+2,50+2,62+2,66+2,66+2,66+2,62+2,65+2,71+1,71+1,71+1,65+2,15+2
248384,59+2,59+2,59+2,63,63,63,63,63,65+2,65+2,65+2,66+2,68+2,68+2,68+2,66+2,68+2,70+2,70+2,70+2,68+2,68+2,67+2,67+2,67+2,68+2,16+2
248602,55+2,55+2,55+2,57,56,56,56,57,58+2,58+2,58+2,60+2,62+2,62+2,62+2,60+2,67+2,68+2,68+2,68+2,67+2,68+2,71+2,71+2,71+2,68+2,16+2
250724,67+2,67+2,67+2,70,69,69,69,70,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,56+2,50+2,50+2,50+2,56+2,53+2,44+2,44+2,44+2,53+2,17+2
250810,49+2,49+2,49+2,49,49,49,49,49,49+2,49+2,49+2,52+2,54+2,54+2,54+2,52+2,63+2,65+2,65+2,65+2,63+2,65+2,71+2,71+2,71+2,65+2,14+2
250854,60+2,60+2,60+2,66,63,63,63,66,64+2,64+2,64+2,68+2,65+2,65+2,65+2,68+2,70+2,67+2,67+2,67+2,70+2,69+2,64+2,64+2,64+2,69+2,16+2
250855,64+2,64+2,64+2,69,68,68,68,69,68+2,68+2,68+2,70+2,63+2,63+2,63+2,70+2,54+2,49+2,49+2,49+2,54+2,49+2,37+2,37+2,37+2,49+2,17+2
250939,27+2,27+2,27+2,25,27,27,27,25,31+2,31+2,31+2,28+2,34+2,34+2,34+2,28+2,25+2,32+2,32+2,32+2,25+2,24+2,27+2,27+2,27+2,24+2,70+1
251105,71+2,71+2,71+2,70,71,71,71,70,70+2,70+2,70+2,69+2,64+2,64+2,64+2,69+2,53+2,52+2,52+2,52+2,53+2,50+2,47+2,47+2,47+2,50+2,15+2
251213,63+2,63+2,63+2,64,64,64,64,64,65+2,65+2,65+2,65+2,68+2,68+2,68+2,65+2,68+2,70+1,70+1,70+1,68+2,68+2,68+2,68+2,68+2,68+2,17+2
251325,55+2,55+2,55+2,62,58,58,58,62,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,70+2,67+2,67+2,67+2,70+2,69+2,66+2,66+2,66+2,69+2,14+2
251429,54+2,54+2,54+2,54,55,55,55,54,57+2,57+2,57+2,57+2,62+2,62+2,62+2,57+2,66+2,70+2,70+2,70+2,66+2,68+2,72+2,72+2,72+2,68+2,17+2
251699,64+2,64+2,64+2,71,68,68,68,71,70+1,70+1,70+1,71,68+2,68+2,68+2,71,64+2,61+2,61+2,61+2,64+2,61+2,54+2,54+2,54+2,61+2,19+2
251752,24+2,24+2,24+2,23,25,25,25,23,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,22+2,22+2,22+2,22+2,22+2,21+2,20+2,20+2,20+2,21+2,70+2
251873,65+2,65+2,65+2,71,69,69,69,71,70+2,70+2,70+2,70+2,62+2,62+2,62+2,70+2,49+2,45+2,45+2,45+2,49+2,44+2,35+2,35+2,35+2,44+2,17+2
251954,66+2,66+2,66+2,72,70,70,70,72,69+2,69+2,69+2,70+2,60+2,60+2,60+2,70+2,54+2,46+2,46+2,46+2,54+2,50+2,38+2,38+2,38+2,50+2,16+2
252018,62+2,62+2,62+2,64,63,63,63,64,63+2,63+2,63+2,66+2,66+2,66+2,66+2,66+2,70+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,19+2
252036,53+2,53+2,53+2,51,52,52,52,51,53+2,53+2,53+2,54+2,58+2,58+2,58+2,54+2,65+2,68+2,68+2,68+2,65+2,67+2,71+2,71+2,71+2,67+2,19+2
252086,64+2,64+2,64+2,67,65,65,65,67,64+2,64+2,64+2,68+2,64+2,64+2,64+2,68+2,69+2,65+2,65+2,65+2,69+2,69+2,65+2,65+2,65+2,69+2,15+2
252095,49+2,49+2,49+2,50,49,49,49,50,48+2,48+2,48+2,52+2,52+2,52+2,52+2,52+2,65+2,64+2,64+2,64+2,65+2,66+2,71+2,71+2,71+2,66+2,16+2
252114,68+2,68+2,68+2,71,71,71,71,71,70+2,70+2,70+2,70+2,64+2,64+2,64+2,70+2,56+2,53+2,53+2,53+2,56+2,53+2,47+2,47+2,47+2,53+2,15+2
252316,52+2,52+2,52+2,53,54,54,54,53,56+2,56+2,56+2,55+2,59+2,59+2,59+2,55+2,63+2,67+2,67+2,67+2,63+2,65+2,71+2,71+2,71+2,65+2,16+2
252590,71+2,71+2,71+2,67,69,69,69,67,67+2,67+2,67+2,66+2,62+2,62+2,62+2,66+2,52+2,51+2,51+2,51+2,52+2,50+2,48+2,48+2,48+2,50+2,17+2
252936,68+2,68+2,68+2,70,70,70,70,70,70+2,70+2,70+2,70+2,66+2,66+2,66+2,70+2,59+2,56+2,56+2,56+2,59+2,56+2,50+2,50+2,50+2,56+2,16+2
253102,66+2,66+2,66+2,70,70,70,70,70,71+2,71+2,71+2,70+2,69+2,69+2,69+2,70+2,64+2,63+2,63+2,63+2,64+2,62+2,58+2,58+2,58+2,62+2,15+2
253136,58+2,58+2,58+2,59,59,59,59,59,60+2,60+2,60+2,61+2,64+2,64+2,64+2,61+2,68+2,70+2,70+2,70+2,68+2,69+2,71+2,71+2,71+2,69+2,15+2
253259,68+2,68+2,68+2,71,71,71,71,71,71+2,71+2,71+2,70+2,67+2,67+2,67+2,70+2,60+2,59+2,59+2,59+2,60+2,58+2,53+2,53+2,53+2,58+2,14+2
253951,50+2,50+2,50+2,48,48,48,48,48,49+2,49+2,49+2,50+2,54+2,54+2,54+2,50+2,61+2,66+2,66+2,66+2,61+2,64+2,71+2,71+2,71+2,64+2,17+2
254088,67+2,67+2,67+2,72,71,71,71,72,71+2,71+2,71+2,70+2,63+2,63+2,63+2,70+2,51+2,46+2,46+2,46+2,51+2,47+2,37+2,37+2,37+2,47+2,17+2
254204,54+2,54+2,54+2,60,56,56,56,60,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,69+2,65+2,65+2,65+2,69+2,69+2,65+2,65+2,65+2,69+2,16+2
254220,70+2,70+2,70+2,71,70,70,70,71,68+2,68+2,68+2,69+2,60+2,60+2,60+2,69+2,50+2,46+2,46+2,46+2,50+2,47+2,42+2,42+2,42+2,47+2,17+2
254551,71+2,71+2,71+2,72,71,71,71,72,71+2,71+2,71+2,71+2,65+2,65+2,65+2,71+2,57+2,53+2,53+2,53+2,57+2,54+2,48+2,48+2,48+2,54+2,15+2
254824,71+2,71+2,71+2,66,67,67,67,66,65+2,65+2,65+2,64+2,59+2,59+2,59+2,64+2,50+2,50+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,49+2,15+2
254887,68+2,68+2,68+2,69,70,70,70,69,71+2,71+2,71+2,69+2,71+2,71+2,71+2,69+2,68+2,69+2,69+2,69+2,68+2,67+2,66+2,66+2,66+2,67+2,15+2
254895,52+2,52+2,52+2,45,47,47,47,45,47+2,47+2,47+2,48+2,54+2,54+2,54+2,48+2,60+2,65+2,65+2,65+2,60+2,63+2,71,71,71,63+2,16+2
254910,65+2,65+2,65+2,70,69,69,69,70,69+2,69+2,69+2,70+2,67+2,67+2,67+2,70+2,66+2,63+2,63+2,63+2,66+2,64+2,59+2,59+2,59+2,64+2,15+2
254928,61+2,61+2,61+2,62,62,62,62,62,63+2,63+2,63+2,65+2,67+2,67+2,67+2,65+2,69+2,70+2,70+2,70+2,69+2,69+2,70+2,70+2,70+2,69+2,17+2
255043,71+2,71+2,71+2,61,66,66,66,61,62+2,62+2,62+2,60+2,54+2,54+2,54+2,60+2,41+2,42+2,42+2,42+2,41+2,39+2,41+2,41+2,41+2,39+2,17+2
255110,48+2,48+2,48+2,47,47,47,47,47,50+2,50+2,50+2,51+2,57+2,57+2,57+2,51+2,62+2,68+2,68+2,68+2,62+2,64+2,71+2,71+2,71+2,64+2,16+2
255340,62+2,62+2,62+2,65,66,66,66,65,68+2,68+2,68+2,65+2,69+2,69+2,69+2,65+2,66+2,70+2,70+2,70+2,66+2,67+2,67+2,67+2,67+2,67+2,16+2
255471,63+2,63+2,63+2,64,65,65,65,64,66+2,66+2,66+2,65+2,68+2,68+2,68+2,65+2,67+2,70+2,70+2,70+2,67+2,67+2,68+2,68+2,68+2,67+2,16+2
255541,56+2,56+2,56+2,63,59,59,59,63,61+2,61+2,61+2,65+2,62+2,62+2,62+2,65+2,70+2,67+2,67+2,67+2,70+2,69+2,65+2,65+2,65+2,69+2,14+2
255561,64+2,64+2,64+2,66,64,64,64,66,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,69+2,66+2,66+2,66+2,69+2,69+2,67+2,67+2,67+2,69+2,16+2
255862,64+2,64+2,64+2,71,70,70,70,71,71+2,71+2,71+2,70+2,66+2,66+2,66+2,70+2,57+2,54+2,54+2,54+2,57+2,53+2,44+2,44+2,44+2,53+2,17+2
256107,66+2,66+2,66+2,69,68,68,68,69,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,71+2,70+2,70+2,70+2,71+2,71+2,70+2,70+2,70+2,71+2,17+2
256674,63+2,63+2,63+2,70,69,69,69,70,71+2,71+2,71+2,71+2,69+2,69+2,69+2,71+2,64+2,62+2,62+2,62+2,64+2,62+2,54+2,54+2,54+2,62+2,17+2
256689,70+2,70+2,70+2,70,70,70,70,70,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,51+2,47+2,47+2,47+2,51+2,48+2,40+2,40+2,40+2,48+2,15+2
256780,51+2,51+2,51+2,55,54,54,54,55,58+2,58+2,58+2,60+2,64+2,64+2,64+2,60+2,68+2,70+2,70+2,70+2,68+2,69+2,71+2,71+2,71+2,69+2,18+2
256970,65+2,65+2,65+2,70,70,70,70,70,71+2,71+2,71+2,70+2,66+2,66+2,66+2,70+2,57+2,54+2,54+2,54+2,57+2,54+2,45+2,45+2,45+2,54+2,18+2
257170,47+2,47+2,47+2,44,45,45,45,44,46+2,46+2,46+2,48+2,51+2,51+2,51+2,48+2,63+2,65+2,65+2,65+2,63+2,66+2,71+2,71+2,71+2,66+2,14+2
